nombre_imagen,estado,histograma_tonos
20250325_102839.jpg,Florecimiento Pleno,34602 3436 3173 3503 5678 18917 10253 5007 25616 15301 23654 52339 56063 99005 100589 155278 212412 282648 289959 341685 383171 457440 569840 431701 206336 120482 161903 139086 149272 162738 168174 154263 194376 183675 220954 323128 228109 206850 235241 293195 322068 233801 346283 314191 269419 245842 367087 288379 364662 289897 460677 396815 340337 379119 215500 411105 402213 224733 267441 325797 374874 196477 150354 200882 145459 115302 133123 82820 38979 78396 49068 55583 14785 55360 36638 90103 13254 13271 20994 13501 69493 2471 11297 31260 10263 11880 2434 75926 3830 6034 79429 8694 12462 13056 12978 64100 43114 809 49996 296 12 70423 0 180335 14214 1308 21651 54 652 12429 26919 6286 37 504 12715 5828 8 0 0 0 18740 0 0 0 518 9317 9222 0 1 0 216 0 1720 823 0 26 8 0 221 0 11639 347 97 0 23 441 458 52 6 0 169 0 18 225 0 227 1682 425 169 523 604 0 0 86 1262 16554 366 10 0 1661 5091 1052 0 3807 3111 1554 194 3595 1628 1306
20250325_102841.jpg,Florecimiento Pleno,195316 87948 154764 132716 117935 67210 42174 17314 36123 36680 45658 72908 62093 106576 114894 159337 233322 331600 380590 460316 577831 803182 970190 239588 168553 178088 192019 176466 189033 193841 253125 155975 234310 182863 172024 246389 175223 118875 157824 176441 188263 190415 300505 286054 293855 261574 341081 289969 337974 229726 319663 227756 180188 187980 199520 234282 150953 93379 120787 55510 225790 27830 51208 79694 14729 52853 59456 47172 24759 37939 42501 11092 13371 17005 36915 152138 5831 11466 227 29034 99127 6326 391 55651 6293 4490 121 144634 93 62 130105 2 819 13529 0 205756 90356 0 147538 1365 3 149304 0 471079 20845 1394 34835 8 769 26340 101173 10431 1351 2772 29899 11274 303 0 0 0 58469 0 0 0 3448 24036 21679 0 32 0 1369 0 11001 4619 0 43 0 0 292 0 13750 1381 0 0 0 3414 1096 0 0 0 3484 0 0 144 0 0 9404 0 359 70 7606 10 0 3563 3846 30502 285 11 0 7957 32708 432 184 24428 11684 12480 7479 65289 19578 33704
20250325_102845.jpg,Florecimiento Pleno,427004 155351 241498 180089 266862 284588 164342 68000 198308 92637 78822 159128 102604 256692 196906 370485 575424 610201 421290 451490 776350 1355807 1007175 139039 82818 52018 49029 28055 28135 32488 87454 21208 36038 28477 55198 118560 96656 99005 130516 139676 168449 118710 163514 190229 182420 181686 231625 199011 218172 171680 187754 111373 69331 67795 41681 62991 61393 28033 24519 19196 74239 7249 12106 23827 2232 16297 30699 11658 8007 9512 45554 2779 2573 9637 12743 173959 2098 33 80 17231 77192 4 0 81429 888 3593 0 113603 0 0 268019 0 117 12897 0 138842 360835 0 87312 61 17 203898 7 1020414 7915 1566 35681 1506 2584 59966 171165 22031 1609 2615 68955 21926 1659 0 36 0 112304 0 697 0 5857 22514 34403 6 537 226 1160 0 6623 4021 0 216 214 0 600 22 25775 2125 201 61 101 3411 1042 184 105 0 3582 0 126 633 0 298 12770 212 915 494 9213 167 221 4151 5063 49796 1252 673 102 15934 38037 872 1029 35658 16710 21974 11796 93448 34925 57736
20250325_102846.jpg,Florecimiento Pleno,165009 54934 57257 32069 31347 42913 44163 33833 60072 70725 88540 131472 128627 191096 182647 330100 582837 696335 652605 477555 574389 885698 1093045 447807 254687 46237 50757 23023 21775 27110 97038 17118 37341 33582 55169 134373 91163 78801 131056 145122 176207 148084 259696 282825 266274 269403 377799 288931 396420 189453 334421 223624 160529 174860 130703 152756 144195 92286 109411 36918 262660 13017 58392 59513 4034 29328 54127 29958 15780 36830 35384 9173 9478 6539 26047 119440 9756 2300 284 26630 60085 819 390 46854 5890 11866 71 73368 538 24 127296 0 1153 16698 0 213006 107688 0 135262 76 1 184970 0 1141898 12675 1306 67839 19 817 72180 56296 25236 1450 1962 39977 25437 317 0 8 0 37644 0 121 0 3561 19155 17200 15 138 53 479 2 5067 3903 0 27 2 0 99 2 7169 1441 55 0 0 2402 528 11 0 0 1062 0 5 167 0 65 4098 5 255 35 4257 64 18 2220 3438 16180 329 33 11 7098 28428 386 317 7683 13008 12195 5436 37820 13432 22549
20250325_102853.jpg,Florecimiento Pleno,84072 70108 156628 133799 201200 380660 242131 560843 644782 386409 225209 281588 175766 360023 204588 392663 312853 334519 334323 426152 678690 974455 646964 93879 87237 61524 157798 34738 60288 58029 95957 34332 137789 108942 279644 482038 153357 257927 374306 345476 380280 257714 339343 500623 235821 258300 354159 165621 349422 122582 167627 254532 97013 70294 97891 92426 93121 37956 30880 13725 107239 5105 14179 25524 642 26841 19673 11501 11237 9660 20791 1703 759 10493 29176 14889 1424 82 74 12633 41584 198 15 11785 3572 6633 17 28720 297 166 20375 197 2536 6221 22 67126 12438 713 27372 7308 2131 92685 1455 134768 34140 17303 34803 612 841 4942 3877 8924 374 347 8515 4078 14 0 1 1 9911 0 4 0 1143 23368 5584 3 6 1 98 2 2563 1127 2 9 8 0 9 0 7788 148 4 0 0 1300 90 7 0 0 385 0 0 38 0 110 5953 50 110 103 3598 10 3 606 362 8872 72 2 1 4476 16064 340 65 10105 5186 6551 4389 31102 7945 14612
20250325_102856.jpg,Florecimiento Pleno,144211 87943 139017 123013 168933 267340 268891 116027 270098 121572 123629 240212 160049 206810 119263 230387 263188 348238 446895 460886 451190 480460 608864 946897 1048820 258592 154069 101829 88962 95901 116239 99788 132886 148874 151814 369685 305424 359099 465134 460513 416108 363436 404623 425985 361025 352482 401584 214202 244462 104878 98756 80946 55106 34279 32122 36204 50499 14999 21513 5383 47510 3662 23943 16588 393 12355 17984 8684 7488 6277 10642 1425 1413 4144 15040 5670 2254 175 33 7921 19605 67 24 7096 2217 7960 20 13247 828 1 21373 5 2966 5077 0 88760 9844 0 54634 6504 3356 34532 1586 113243 57590 11957 70302 1623 2857 26869 4349 28044 746 2048 12486 9897 501 0 0 0 13039 0 35 0 4033 25147 13821 0 291 15 1032 0 7192 4928 0 210 6 0 1061 0 5264 3008 1743 0 34 5726 2831 642 0 0 5856 0 20 1840 0 1971 12530 624 3787 2890 3144 1444 507 2928 6105 7236 2649 1577 0 12026 27081 2913 3145 16202 18159 15242 9290 47605 18847 34307
20250325_102858.jpg,Florecimiento Pleno,222964 154644 200787 117124 174925 271724 298926 108673 221280 125983 101610 314818 138078 365173 208453 240879 213575 233302 208972 238640 282009 363250 536628 736072 230226 96308 119538 76185 90533 106716 116930 85363 143595 154389 177305 353599 215758 312616 317962 391589 538664 402119 477484 464584 292431 274811 394205 254841 380024 236224 266483 227943 144522 116270 84829 92470 84652 37168 30661 11202 100534 4748 30056 24579 1144 37416 17941 22412 5856 10825 13555 2556 2295 4821 10073 9740 2424 1115 75 8759 27555 487 4 11450 2084 2409 0 16438 473 87 15857 56 698 6438 17 44333 10410 264 34651 2921 1665 107771 3840 214201 304574 17897 311892 1308 8900 38318 5438 61736 2427 6252 14159 22594 374 0 0 0 27586 0 0 0 5959 55163 18142 0 75 2 1486 0 7352 11995 0 4 0 0 700 0 9122 4575 249 0 4 6854 1684 84 0 0 4590 0 8 1004 0 788 10508 150 2515 1213 12231 338 97 5905 10011 29436 1669 488 0 11691 49668 1727 1893 79549 15043 15275 10414 61829 21158 46208
20250325_102900.jpg,Florecimiento Pleno,230234 119438 104807 116790 195974 280953 250819 91991 217055 113701 129538 318199 168307 294077 195069 215554 222930 351729 407266 461911 458119 487675 606289 716286 732612 261526 164139 153107 124127 156852 174496 148789 151661 202259 186868 389052 276544 280145 372575 378513 439670 480987 523245 520222 431332 387599 434842 269212 253454 154565 167023 95025 75920 62164 47907 39574 32919 17813 18727 4412 40937 1184 9163 11243 148 9852 11475 7590 4798 10809 8147 2615 1534 3192 10234 9956 3081 329 45 6824 17625 132 1 5699 4251 5790 0 12690 1128 87 14525 0 3519 6013 0 55149 15680 0 33016 5788 20826 40015 4374 63227 27816 6012 17465 90 1484 8068 6610 5844 280 686 8417 3885 33 0 0 0 15177 0 0 0 441 3809 7964 0 14 1 103 0 1100 517 0 4 0 0 25 0 4926 154 12 0 1 338 49 4 0 0 145 0 0 18 0 0 1703 1 30 7 670 0 0 258 184 10735 13 0 0 894 7986 5 11 16493 798 1405 474 20875 3972 20747
20250325_102902.jpg,Florecimiento Pleno,205312 131571 186655 164445 266603 250325 194964 119969 265446 185299 161447 281788 255508 377917 331256 454989 495380 457719 439502 515184 652529 764910 997645 742074 194027 83684 115797 97429 105720 163199 167109 112195 138307 148514 179020 359181 220086 237930 203033 188471 150373 82212 87355 96731 48853 46725 63221 23360 42001 10241 27145 20785 11450 4869 8037 14729 10694 3686 2576 845 8661 206 2613 3117 21 1801 16435 3033 1691 3778 17668 1056 432 2368 4497 116334 532 0 3 2481 25216 0 0 42765 0 448 0 8910 0 0 16522 0 44 2726 0 53305 41322 1 113260 11902 4340 211319 82654 796302 265451 226504 451989 9009 29241 91779 53879 132551 11661 3616 38372 34555 283 0 0 0 45973 0 4 0 15412 39989 31311 0 63 0 3672 0 12522 10301 0 245 0 0 2526 0 12213 6391 1037 0 2 12457 3552 265 0 0 9558 0 4 2676 0 1169 21382 359 8309 3330 16861 1925 842 11324 15163 20973 3879 2041 0 27812 56771 3591 5981 21034 34595 33807 21737 88778 41832 67684
20250325_102907.jpg,Florecimiento Pleno,25104 12141 23408 21345 29373 68368 75010 84374 90156 185043 144611 109158 92388 134932 133914 184612 234518 332968 438830 630846 896593 725112 857607 922543 1059573 640278 358425 282509 242459 245149 241319 185132 316399 305104 243419 393720 231706 163725 232561 378424 349412 172720 206026 297530 259589 303912 426768 300827 237340 160998 179183 89963 28784 16071 20978 16138 7222 25602 11919 107 3470 2 9790 6613 0 955 9038 5400 1305 8847 1539 5748 2580 1879 5438 14055 7462 4 0 6097 12197 38 0 2074 10362 3100 0 5716 6540 10 30873 4 3631 3079 0 21590 26300 14 12629 7244 16970 67414 12818 136188 22046 78387 59247 98710 7453 19954 21379 12629 2425 4076 39052 20436 1278 0 0 0 15692 0 18 0 1456 11831 10489 0 59 0 675 0 2497 2813 0 0 0 0 362 0 1993 1086 99 0 0 1381 691 20 0 0 874 0 3 279 0 265 2458 25 764 296 1350 50 36 588 1714 2353 569 88 0 1161 4884 450 503 2418 2091 2063 1835 6566 3047 8110
20250325_102913.jpg,Florecimiento Pleno,12613 2669 4393 6076 5150 38340 15794 10456 36309 21195 24844 63806 68042 101071 152189 318952 336843 470451 474643 448963 498172 470803 406770 360739 432436 249066 234720 167780 178354 194802 210079 182789 210816 302275 299559 619616 470040 382607 397246 451847 541593 458524 669895 673955 547573 466196 584620 337709 396795 231735 268238 199061 166937 114169 98226 87714 79148 44477 41666 26840 56564 11954 20412 39722 9916 36432 13352 39435 18575 16962 7924 3364 8757 3329 10736 1310 5194 5909 21 4791 11546 2196 1971 4572 7535 1491 2002 11525 2738 3423 10159 6750 2432 3521 1766 16772 4731 3771 19941 7426 12192 24477 28742 34330 16312 32176 9818 4297 1819 3941 1255 3246 413 955 3793 2441 269 0 0 0 5698 0 0 0 487 1980 7432 0 0 0 208 0 1088 434 0 1 0 0 19 0 1873 358 0 0 0 977 71 0 0 0 530 0 0 17 0 1 3185 0 178 161 1256 95 0 680 506 1714 551 32 0 1034 3573 345 324 2808 1449 554 575 4750 554 745
20250325_102916.jpg,Florecimiento Pleno,688427 85134 121644 154476 122100 470875 187845 48117 277064 191452 194368 347933 268377 372317 214765 495901 304145 490853 388407 476981 528309 539181 527091 503419 584222 506435 234151 122389 128296 139158 152216 156817 210620 292535 283039 446465 300524 303696 250157 206566 183404 140930 172653 194950 133469 109813 137661 68061 82165 45574 47059 34360 13373 18758 13490 12208 9789 6641 7456 3879 5407 1321 4433 3774 1366 1039 4961 3586 899 6175 2098 3501 2952 1444 3715 7977 3028 1715 2 2125 6789 887 259 2406 5520 1775 156 5569 2396 639 11745 1399 2264 2714 0 19713 12167 452 27559 9026 14113 44758 23336 115213 122703 384605 175138 71942 83428 37845 17918 73327 31386 55540 16213 21944 9134 0 0 0 56338 0 61 0 17926 29857 22350 0 739 23 1940 0 6438 7971 0 481 1 0 973 0 9767 6688 406 0 5 5730 4671 183 1 0 2960 0 5 2009 0 1748 12721 265 2140 1244 7327 314 41 2800 6332 30825 2030 284 0 22483 53226 1184 1224 84306 27268 57944 11711 229460 37297 38679
20250325_102918.jpg,Florecimiento Pleno,464445 165382 115967 181372 146015 320511 211473 140946 418260 286949 384467 598102 513617 412615 309362 460967 156662 231522 286310 287413 265007 221914 188854 175047 238669 246343 244442 182140 145264 124798 120595 145948 216255 230288 266658 352814 238690 227887 224416 191543 174446 166743 228910 214039 211079 189096 239388 164674 129501 106058 104568 72880 45284 49248 26744 40794 25024 18817 20589 21629 27080 20702 6322 33474 22991 11111 12988 18508 3358 13040 8983 3906 10401 7586 15854 5942 5882 11305 28 6062 18362 3075 2971 8636 9642 3778 3354 16806 2910 4981 17979 8405 4366 9216 3937 30663 11352 8624 30707 20764 20377 78638 79921 221496 222250 392545 152017 67525 33353 25764 17474 44200 26360 40674 16500 26895 27281 0 5 3 95253 0 6767 0 24010 61572 38170 1 5405 780 12705 0 19601 13657 0 1078 54 0 6037 0 17825 11039 2468 0 145 10705 6797 811 0 0 2351 0 86 4856 0 7617 26452 2179 4555 3598 16524 1628 1421 9738 7881 21525 4633 1959 4 63168 132169 3444 6021 84409 58780 86152 51910 353606 91496 104221
20250325_102923.jpg,Florecimiento Pleno,20204 6346 2286 3929 3813 12691 11601 13726 29975 26056 29964 49643 57601 105497 127257 238166 380739 468256 490391 505588 469461 659278 561609 130807 140689 113797 165893 135380 135706 159804 150883 171821 195216 204467 269753 475056 313691 250866 338859 375358 433845 374487 536334 504942 415630 349877 478713 254587 326432 182001 223272 160250 131412 94544 122343 103437 86789 64121 69684 28049 193810 8628 30621 40421 2937 17932 31065 22874 11689 21500 17443 6545 9770 5064 22416 7025 12417 4743 100 18034 33609 3715 592 8742 16573 8098 1200 22992 6983 2922 37912 4695 7859 13034 2694 49245 13725 5076 42485 23253 34940 109108 124226 394687 386970 865222 192293 94239 11636 12601 8801 11168 2299 2828 5752 5398 710 0 6 0 9531 0 34 0 587 2461 3730 0 61 8 246 0 1477 660 0 5 0 0 71 0 3101 230 27 0 0 498 104 11 0 0 244 0 0 50 0 13 1114 5 47 25 434 7 4 247 156 4865 19 2 0 252 1763 25 4 2294 166 205 79 2991 549 1436
20250325_102925.jpg,Florecimiento Pleno,9019 376 480 738 165 2804 4002 559 4538 3142 4271 14008 13358 31760 33803 75090 171671 289350 407879 694637 778125 537619 417788 214971 221995 194481 114445 80485 57562 65023 99962 69847 102906 141682 150286 303020 184411 158487 168594 152640 177573 175431 207083 208132 194256 159743 178447 122892 167173 78976 280567 197982 79245 141978 78128 120472 91199 64646 58103 68637 112628 32149 35281 48985 26289 27519 107819 38871 19494 42971 62951 15352 27719 27317 43099 131466 15143 31418 5316 15144 105391 6647 17880 215247 27255 20552 17863 79169 11842 16614 142734 29316 22036 26461 40422 117229 78179 30779 104102 78820 115844 352505 663258 1961829 1064675 753284 133832 45996 5161 9064 10011 5671 719 907 3955 3767 187 0 0 0 5289 0 0 0 184 1232 2398 0 1 0 15 0 754 228 0 0 0 0 1 0 2210 36 0 0 0 196 6 0 0 0 21 0 0 0 0 0 1262 0 0 0 164 0 0 27 6 4853 0 0 0 35 1125 0 0 2108 18 40 0 756 82 209
20250325_102942.jpg,Florecimiento Pleno,343164 33214 43792 33905 5877 113608 36573 10676 68717 47076 43703 119387 73739 164183 125105 191409 222056 302554 283553 322907 356500 584967 778242 330677 251262 138249 336420 203156 221330 299341 285739 219587 307465 383024 436790 712922 391951 378076 393906 337315 387906 336103 438165 440309 365958 315816 441345 314972 360471 276573 288085 233844 147098 136598 111117 132998 108916 72334 55627 64593 57715 38103 15916 48919 28214 21719 23105 19461 9682 17255 8774 7806 14000 7947 17941 3957 7278 11303 12 3958 8276 5502 2059 12173 11673 495 1534 12842 2371 5753 3684 3364 98 194 250 27 11 0 3 0 2 14 0 0 0 0 0 0 0 0 1176 0 0 0 873 269 0 0 0 0 5172 0 0 0 2 4 445 0 405 0 13 0 404 0 0 439 0 0 0 0 3499 0 0 4 10 61 0 0 0 0 8 0 0 0 0 0 381 0 73 0 33 0 0 8 0 30726 27 13 0 7112 8145 1254 445 14883 158225 23388 20257 146237 56928 160778
